isin	wkn	name	fundProvider	legalStructure	quote	quote52Low	quote52High	ytdReturnCUR	totalExpenseRatio	fiveYearVolatilityCUR	fiveYearReturnPerRiskCUR	yearVolatilityCUR	distributionPolicy	fundCurrency	yearDividendYield	threeMonthReturnCUR	monthReturnCUR	sixMonthReturnCUR	inceptionDate	threeYearVolatilityCUR	yearReturnPerRiskCUR	yearReturn2CUR	yearReturn4CUR	replicationMethod	hasSecuritiesLending	ticker	yearReturnCUR	threeYearReturnPerRiskCUR	domicileCountry	threeYearReturnCUR	valorNumber	currentDividendYield	yearReturn3CUR	fiveYearReturnCUR	weekReturnCUR	yearReturn1CUR	quoteMarket	quoteDate	labels	replicationStrategy	fundStructure	distributionFrequency	currencyRisk	fiscalYearEnd	UCITSCompliance	revisionCompany	indexType	securitiesLending	top10Holdings	exposureCountry_Netherlands	exposureCountry_United Kingdom	exposureCountry_Luxembourg	exposureCountry_Other	exposureSector_Technology	exposureSector_Consumer Staples	exposureSector_Industrials	exposureSector_Consumer Discretionary	exposureSector_Other	fundSizeMillions	exposureCountry_Belgium	exposureCountry_France	exposureSector_Financials	exposureSector_Basic Materials	exposureSector_Real Estate	exposureCountry_Austria	exposureSector_Utilities	exposureSector_Energy	exposureCountry_Serbia	exposureCountry_Romania	exposureSector_Health Care	exposureCountry_China	exposureCountry_Mexico	exposureCountry_Indonesia	exposureCountry_Saudi Arabia	exposureCountry_United Arab Emirates	exposureCountry_Malaysia	exposureCountry_South Korea	exposureCountry_Brazil	exposureCountry_Israel	exposureCountry_South Africa	exposureCountry_Qatar	exposureCountry_Uruguay	exposureCountry_Dominican Republic	exposureCountry_Italy	exposureCountry_Germany	exposureCountry_Spain	exposureCountry_United States	exposureSector_Telecommunication	exposureCountry_Japan	exposureCountry_Canada	exposureCountry_Australia	exposureCountry_Ireland	exposureCountry_Cayman Islands	exposureCountry_Hong Kong	exposureCountry_Bermuda	exposureCountry_Liberia	exposureCountry_Hungary	exposureCountry_Switzerland	exposureCountry_Singapore	exposureCountry_Taiwan	exposureCountry_Croatia	exposureCountry_New Zealand	exposureCountry_India	exposureCountry_Norway	exposureCountry_Finland	exposureCountry_Denmark	exposureCountry_Sweden	exposureCountry_country-gg	exposureCountry_Jersey	exposureCountry_Greece	exposureCountry_Chile	exposureCountry_Oman	exposureCountry_Philippines	exposureCountry_Ivory Coast	exposureCountry_Portugal	exposureCountry_Turkey	exposureCountry_Thailand	exposureCountry_Poland	exposureCountry_Argentina	exposureCountry_Macedonia	exposureCountry_Peru	exposureCountry_Russia	exposureCountry_Cyprus	exposureCountry_Colombia	exposureCountry_Czech Republic	exposureCountry_Slovakia	exposureCountry_Slovenia	exposureCountry_Bulgaria
LU2206597804	A2P93H	UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (EUR) A-acc	UBS ETF	ETF	12.9	10.85	13.2	0.0616	0.0018			0.1667	Accumulating	EUR		0.0598	-0.0297	0.1213	2/26/21		-0.01			Full replication	No	UIW1	-0.0023		Luxembourg		56192537				0.0095	-0.1371	XETRA	3/21/23	'Capped', 'Equity', 'Europe', 'Social/Environmental'	Physical(Full replication)	Company With Variable Capital (SICAV)		Currency unhedged	31-Dec	Yes	"Ernst & Young, société anonyme"	Total return index	No	'NOVO NORDISK A/S -B', 'ASML HOLDING ORD', 'SAP SE', 'ROCHE ORD', ""L'OREAL S.A."", 'ALLIANZ SE NA', 'SCHNEIDER ELECTRIC SE', 'PROSUS NV ORD', 'HERMES INTL. SA', 'AXA SA'	0.1337	0.1524	0	0.3687	0	0.1421	0.1418	0	0.4115	82	0	0.1891	0.1394	0	0	0	0	0	0	0	0.1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU2206597713	A2P93G	UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (EUR) A-dis	UBS ETF	ETF	12.32	10.45	12.8	0.0611	0.0018			0.1671	Distributing	EUR	0.0235	0.0602	-0.0301	0.1211	2/26/21		-0.01			Full replication	No	UIW2	-0.0017		Luxembourg		56192536	0.0241			0.0099	-0.1371	XETRA	3/21/23	'Capped', 'Equity', 'Europe', 'Social/Environmental'	Physical(Full replication)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Dec	Yes	"Ernst & Young, société anonyme"	Total return index	No	'NOVO NORDISK A/S -B', 'ASML HOLDING ORD', 'SAP SE', 'ROCHE ORD', ""L'OREAL S.A."", 'ALLIANZ SE NA', 'SCHNEIDER ELECTRIC SE', 'PROSUS NV ORD', 'HERMES INTL. SA', 'AXA SA'	0.1337	0.1524	0	0.3687	0	0.1421	0.1418	0	0.4115	3	0	0.1891	0.1394	0	0	0	0	0	0	0	0.1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU2206598109	A2P93L	UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (hedged to EUR) A-acc	UBS ETF	ETF	12.69	10.69	13.09	0.0454	0.0023			0.1632	Accumulating	EUR Hedged		0.0463	-0.0446	0.1098	2/26/21		-0.07			Full replication	No	UIW3	-0.0119		Luxembourg		56192551				-0.0048	-0.134	XETRA	3/21/23	'Hedged)', 'Equity', 'Europe', 'Social/Environmental'	Physical(Full replication)	Company With Variable Capital (SICAV)		Currency hedged	31-Dec	Yes	"Ernst & Young, société anonyme"	Total return index	No	'NOVO NORDISK A/S -B', 'ASML HOLDING ORD', 'SAP SE', 'ROCHE ORD', ""L'OREAL S.A."", 'ALLIANZ SE NA', 'SCHNEIDER ELECTRIC SE', 'PROSUS NV ORD', 'HERMES INTL. SA', 'AXA SA'	0.1337	0.1524	0	0.3687	0	0.1421	0.1418	0	0.4115	70	0	0.1891	0.1394	0	0	0	0	0	0	0	0.1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1753045332	A2PFV1	BNP Paribas Easy MSCI Europe SRI S-Series PAB 5% Capped UCITS ETF EUR Acc	BNP Paribas Easy	ETF	28.22	23.73	29.51	0.0615	0.0025			0.1707	Accumulating	EUR		0.0635	-0.0342	0.1047	2/15/19	0.1778	-0.24	0.2818		Full replication	No	ASRR	-0.0408	0.96	Luxembourg	0.6032	40894532		0.0456		0.0054	-0.1704	XETRA	3/21/23	'Capped', 'Equity', 'Europe', 'Social/Environmental'	Physical(Full replication)	Company With Variable Capital (SICAV)		Currency unhedged	31-Dec	Yes	PricewaterhouseCoopers Société Coopérative	Total return index	No	'ASML HOLDING ORD', 'NOVO NORDISK A/S -B', 'ALLIANZ SE NA', ""L'OREAL S.A."", 'SCHNEIDER ELECTRIC SE', 'AXA SA', 'LONZA GRP AG N ORD', 'SWISS LIFE ORD', 'SWISS REINSURANCE ORD', 'CRH PLC'	0	0.2154	0	0.4138	0	0.1565	0.1327	0	0.4378	259	0	0.1602	0.1399	0	0	0	0	0	0	0	0.1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1002	0	0	0	0	0	0	0	0	0	0	0	0	0.1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1753045415	A2JFSU	BNP Paribas Easy MSCI Europe SRI S-Series PAB 5% Capped UCITS ETF EUR Dis	BNP Paribas Easy	ETF	26.27	22.08	28.3	0.062	0.0025	0.1708	0.46	0.1701	Distributing	EUR	0.029	0.0642	-0.0338	0.1048	3/13/18	0.178	-0.24	0.2818	0.288	Full replication	No	ZSRI	-0.0403	0.96	Luxembourg	0.6041	40894537	0.0311	0.0457	0.4555	0.0058	-0.1705	XETRA	3/21/23	'Capped', 'Equity', 'Europe', 'Social/Environmental'	Physical(Full replication)	Company With Variable Capital (SICAV)	Annually	Currency unhedged	31-Dec	Yes	PricewaterhouseCoopers Société Coopérative	Total return index	No	'ASML HOLDING ORD', 'NOVO NORDISK A/S -B', 'ALLIANZ SE NA', ""L'OREAL S.A."", 'SCHNEIDER ELECTRIC SE', 'AXA SA', 'LONZA GRP AG N ORD', 'SWISS LIFE ORD', 'SWISS REINSURANCE ORD', 'CRH PLC'	0	0.2154	0	0.4138	0	0.1565	0.1327	0	0.4377	"1,133"	0	0.1602	0.1399	0	0	0	0	0	0	0	0.1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1002	0	0	0	0	0	0	0	0	0	0	0	0	0.1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00B52VJ196	A1H7ZS	iShares MSCI Europe SRI UCITS ETF (Acc)	iShares	ETF	58.77	49.95	60.4	0.0595	0.002	0.1704	0.47	0.1668	Accumulating	EUR		0.0599	-0.0332	0.1077	2/25/11	0.1781	-0.14	0.2652	0.3051	Optimized sampling	No	IUSK	-0.0238	0.95	Ireland	0.6008	12592862		0.0409	0.4709	0.0047	-0.156	XETRA	3/21/23	'Fuels', 'Equity', 'Europe', 'Social/Environmental'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)		Currency unhedged	31-Oct	Yes	Deloitte	Total return index	No	'NOVO NORDISK A/S -B', 'ASML HOLDING ORD', ""L'OREAL S.A."", 'ALLIANZ SE NA', 'ROCHE ORD', 'SCHNEIDER ELECTRIC SE', 'PROSUS NV ORD', 'HERMES INTL. SA', 'AXA SA', 'RELX PLC'	0.1268	0.1548	0	0.4031	0	0.1536	0.1493	0	0.3823	"3,419"	0	0.2021	0.1472	0	0	0	0	0	0	0	0.1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BGDPWW94	A2N9LL	iShares MSCI Europe SRI UCITS ETF EUR (Dist)	iShares	ETF	6.66	5.68	7.04	0.0594	0.002			0.1672	Distributing	EUR	0.0235	0.0594	-0.0337	0.1086	12/6/18	0.1789	-0.14	0.267	0.3063	Optimized sampling	No	36B3	-0.0229	0.95	Ireland	0.6014	44632960	0.0248	0.0394		0.0046	-0.1554	XETRA	3/21/23	'Fuels', 'Equity', 'Europe', 'Social/Environmental'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)	Quarterly	Currency unhedged	31-Oct	Yes	Deloitte	Total return index	No	'NOVO NORDISK A/S -B', 'ASML HOLDING ORD', ""L'OREAL S.A."", 'ALLIANZ SE NA', 'ROCHE ORD', 'SCHNEIDER ELECTRIC SE', 'PROSUS NV ORD', 'HERMES INTL. SA', 'AXA SA', 'RELX PLC'	0.1268	0.1548	0	0.4031	0	0.1536	0.1493	0	0.3823	341	0	0.2021	0.1472	0	0	0	0	0	0	0	0.1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BMDBMG37	A2QFR1	iShares MSCI Europe SRI UCITS ETF USD (Acc)	iShares	ETF	99.43	86.75	104.35	0.0484	0.002			0.1976	Accumulating	USD		0.0443	-0.0462	0.071	11/10/20		-0.16	0.2663		Optimized sampling	No	AYE9	-0.0314		Ireland		57726458				-0.0332	-0.1528	NAV	3/17/23	'Fuels', 'Equity', 'Europe', 'Social/Environmental'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)		Currency unhedged	31-Oct	Yes	Deloitte		No	'NOVO NORDISK A/S -B', 'ASML HOLDING ORD', ""L'OREAL S.A."", 'ALLIANZ SE NA', 'ROCHE ORD', 'SCHNEIDER ELECTRIC SE', 'PROSUS NV ORD', 'HERMES INTL. SA', 'AXA SA', 'RELX PLC'	0.1268	0.1548	0	0.4031	0	0.1536	0.1493	0	0.3823	88	0	0.2021	0.1472	0	0	0	0	0	0	0	0.1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE000CR424L6	A3CUTP	iShares MSCI Europe SRI UCITS ETF EUR Hedged (Dist)	iShares	ETF	4.74	4.01	4.96	0.0588	0.0023			0.1633	Distributing	EUR Hedged	0.0233	0.0612	-0.0351	0.112	7/27/21		-0.12			Optimized sampling	No	CBUD	-0.019		Ireland		112686827	0.0244			0.0043	-0.1513	XETRA	3/21/23	'Hedged)', 'Equity', 'Europe', 'Social/Environmental'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)	Semi annually	Currency hedged	31-Oct	Yes	Deloitte		No	'NOVO NORDISK A/S -B', 'ASML HOLDING ORD', ""L'OREAL S.A."", 'ALLIANZ SE NA', 'ROCHE ORD', 'SCHNEIDER ELECTRIC SE', 'PROSUS NV ORD', 'HERMES INTL. SA', 'AXA SA', 'RELX PLC'	0.1268	0.1548	0	0.4031	0	0.1536	0.1493	0	0.3823	42	0	0.2021	0.1472	0	0	0	0	0	0	0	0.1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BKWQ0P07	A1191Y	SPDR MSCI Europe Utilities UCITS ETF	SPDR ETF	ETF	151.24	124.1	159.4	0.0382	0.0018	0.1866	0.55	0.1784	Accumulating	EUR		0.0359	-0.0061	0.0579	12/5/14	0.1859	0.08	0.0858	0.2996	Full replication	Yes	SPYU	0.0137	0.65	Ireland	0.4054	24770468		0.1175	0.6287	0.0122	-0.0764	XETRA	3/21/23	'Capped', 'Equity', 'Europe', 'Utilities'	Physical(Full replication)	Open-ended Investment Company (OEIC)		Currency unhedged	31-Mar	Yes	Ernst & Young	Total return index	Yes	'IBERDROLA SA', 'ENEL S.P.A.', 'NATIONAL GRID PLC', 'RWE AG', 'ENGIE SA', 'E.ON SE', 'SSE PLC', 'VEOLIA ENVIRONNEMENT SA', 'ORSTED A/S', 'EDP-ENERGIAS DE PORTUGAL SA'	0	0.2062	0	0.2485	0	0	0	0	0	90	0	0.1266	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1644	0	0.2543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU0292104899	DBX1SU	Xtrackers MSCI Europe Utilities ESG Screened UCITS ETF 1C	Xtrackers	ETF	122.91	99.16	129.38	0.0532	0.002	0.1872	0.53	0.1802	Accumulating	EUR		0.0505	-0.0002	0.0759	7/3/07	0.1867	0.06	0.0831	0.3081	Full replication	No	XS6R	0.0114	0.62	Luxembourg	0.39	3067416		0.1169	0.6057	0.0202	-0.0966	XETRA	3/21/23	'20-35', 'Equity', 'Europe', 'Utilities'	Physical(Full replication)	Company With Variable Capital (SICAV)		Currency unhedged	31-Dec	Yes	Ernst & Young S.A.	Total return index	No	'IBERDROLA SA', 'ENEL S.P.A.', 'NATIONAL GRID PLC', 'ENGIE SA', 'E.ON SE', 'SSE PLC', 'VEOLIA ENVIRONNEMENT SA', 'ORSTED A/S', 'TERNA RETE ELETTRICA NAZIOSPA', 'SNAM S.P.A.'	0	0.2345	0	0.1559	0	0	0	0	1	23	0	0.1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1859	0	0.2815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1681042518	A2H57R	Amundi ETF MSCI Europe Value Factor UCITS ETF EUR	Amundi ETF	ETF	244.67	214.98	268.04	0.0053	0.0023	0.1976	0.13	0.1634	Accumulating	EUR		0.017	-0.0799	0.0589	4/18/18	0.2065	0.03	0.216	0.1942	Swap based Unfunded	No	10A2	0.0048	0.87	Luxembourg	0.6375	38785125		-0.1307	0.1338	-0.0769	-0.0121	NAV	3/17/23	'Value', 'Equity', 'Europe', 'Value'	Synthetic(Unfunded swap)	Company With Variable Capital (SICAV)		Currency unhedged	30-Sep	Yes	PWC	Total return index	No	[]	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00B3LK4Z20	A1JUK7	Invesco MSCI Europe Value UCITS ETF	Invesco	ETF	249.5	212.73	265.02	0.0175	0.0035	0.1973	0.14	0.1623	Accumulating	EUR		0.0228	-0.0703	0.0812	3/15/12	0.2036	0.08	0.214	0.1914	Swap based Unfunded	No	EMSV	0.0126	0.9	Ireland	0.6566	18251266		-0.1321	0.1461	-0.0193	-0.0142	XETRA	3/21/23	'Value', 'Equity', 'Europe', 'Value'	Synthetic(Unfunded swap)	Open-ended Investment Company (OEIC)		Currency unhedged	30-Nov	Yes	PricewaterhouseCoopers	Total return index	No	[]	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BSPLC306	A12HU6	SPDR MSCI Europe Value UCITS ETF	SPDR ETF	ETF	41.52	35.89	44.07	0.0281	0.002	0.1922	0.23	0.1611	Accumulating	EUR		0.0294	-0.064	0.0737	2/18/15	0.1982	-0.05	0.2813	0.2298	Optimized sampling	No	ZPRW	-0.0073	1.08	Ireland	0.7873	26898391		-0.0816	0.2422	-0.0171	-0.0481	XETRA	3/21/23	'Select', 'Equity', 'Europe', 'Value'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)		Currency unhedged	31-Mar	Yes	Ernst & Young	Total return index	No	'BRITISH AMERICAN TOBACCO PLC', 'NOVARTIS ORD', 'ROCHE ORD', 'RIO TINTO PLC', 'BNP PARIBAS SA', 'SANOFI SA ORD', 'STMICROELECTRONICS NV', 'SHELL PLC', 'STELLANTIS NV ORD', 'IMPERIAL BRANDS PLC'	0	0.3079	0	0.2262	0	0.1363	0.1363	0	0.4461	32	0	0.1917	0.1374	0	0	0	0	0	0	0	0.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1354	0	0	0	0	0	0	0	0	0	0	0	0	0.1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR0010655704	A0REJP	Amundi ETF MSCI France UCITS ETF	Amundi ETF	ETF	342.61	282.41	364.4	0.066	0.0025	0.2007	0.37	0.1849	Accumulating	EUR		0.0691	-0.0573	0.1329	9/23/08	0.2141	0.35	0.2877	0.2852	Swap based Unfunded	No	X13J	0.0652	1.02	France	0.8052	4525460		-0.0456	0.4353	-0.0517	-0.0761	NAV	3/17/23	'France', 'Equity', 'France'	Synthetic(Unfunded swap)	Contractual Fund		Currency unhedged	31-Mar	Yes	PWC Sellam	Total return index	No	[]	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BP3QZJ36	A12ATD	iShares MSCI France UCITS ETF	iShares	ETF	50.18	40.17	51.9	0.0828	0.0025	0.2004	0.41	0.1842	Accumulating	EUR		0.0871	-0.041	0.1719	9/5/14	0.2107	0.46	0.2936	0.2894	Full replication	Yes	IS3U	0.0845	1.04	Ireland	0.8157	25019150		-0.0422	0.4911	0.0038	-0.0718	XETRA	3/21/23	'France', 'Equity', 'France'	Physical(Full replication)	Open-ended Investment Company (OEIC)		Currency unhedged	31-May	Yes	Deloitte	Total return index	Yes	'LVMH MOET HENNESSY LOUIS VUITTON SE', 'TOTALENERGIES SE', 'SANOFI SA ORD', ""L'OREAL S.A."", 'SCHNEIDER ELECTRIC SE', 'AIR LIQUIDE ORD', 'BNP PARIBAS SA', 'AIRBUS SE', 'VINCI SA', 'HERMES INTL. SA'	0.043	0	0.0137	0	0	0.1122	0.2132	0.2149	0.3721	63	0	0.9249	0	0	0	0	0	0	0	0	0.0876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BQXKVQ19	A12B98	Xtrackers MSCI GCC Select Swap UCITS ETF 1C	Xtrackers	ETF	20.94	20.68	29.29	-0.0447	0.0065	0.1707	0.64	0.1818	Accumulating	USD		-0.0456	-0.0341	-0.1839	2/5/15	0.154	-1.02	0.4914	0.1192	Swap based Unfunded	No	XGLF	-0.1858	1.2	Ireland	0.6606	26787695		-0.0928	0.6792	-0.0104	0.0087	XETRA	3/21/23	'Securities', 'Equity', 'Markets'	Synthetic(Unfunded swap)	Open-ended Investment Company (OEIC)		Currency unhedged	31-Dec	Yes	Pricewaterhouse Coopers	Total return index	No	[]	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DE000ETFL540	ETFL54	Deka MSCI Germany Climate Change ESG UCITS ETF	Deka ETFs	ETF	11.47	9.14	12.44	0.0551	0.002			0.2166	Distributing	EUR	0.0089	0.0671	-0.0544	0.1663	6/26/20		-0.34	0.0962		Full replication	No	D6RT	-0.0734		Germany			0.0097			-0.0062	-0.2371	XETRA	3/21/23	'Select', 'Equity', 'Germany', 'Social/Environmental', 'Change'	Physical(Full replication)	Contractual Fund	Quarterly	Currency unhedged	31-Jan	Yes	KPMG AG Wirtschaftsprüfungsgesellschaft	Price index	No	'SAP SE', 'SIEMENS AG', 'INFINEON TECHNOLOGIES AG', 'ALLIANZ SE NA', 'DEUTSCHE POST ORD', 'DEUTSCHE TELEKOM AG', 'MERCK KGAA', 'SIEMENS ENERGY AG ORD', 'ADIDAS AG', 'MUNICH RE ORD'	0.0191	0	0	0.0099	0.1711	0	0.2494	0	0.3145	172	0	0	0.1492	0	0	0	0	0	0	0	0.1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR0010405431	LYX0BF	Lyxor MSCI Greece UCITS ETF - Dist	Lyxor ETF	ETF	1.12	0.82	1.21	0.1111	0.0045	0.2647	0.18	0.2092	Distributing	EUR	0.0215	0.1224	-0.0833	0.2222	1/5/07	0.252	1.01	0.1484	0.4617	Swap based Unfunded	No	LYMH	0.2116	0.96	France	0.9119	2843668	0.0182	-0.1583	0.2669	-0.0179	0.0244	XETRA	3/21/23	'20/35', 'Equity', 'Greece'	Synthetic(Unfunded swap)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Oct	Yes	PWC	Total return index	No	[]	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1681043169	A2H57H	Amundi ETF MSCI India UCITS ETF USD	Amundi ETF	ETF	665.03	660.59	823.47	-0.0811	0.008	0.2096	0.34	0.1601	Accumulating	USD		-0.1031	-0.0366	-0.1774	4/18/18	0.2165	-0.67	0.3448	0.0784	Swap based Unfunded	No	10A3	-0.1071	0.89	Luxembourg	0.6982	38784768		0.0411	0.4067	-0.0036	-0.0353	Last	3/21/23	'India', 'Equity', 'India'	Synthetic(Unfunded swap)	Company With Variable Capital (SICAV)		Currency unhedged	30-Sep	Yes	PWC	Total return index	No	[]	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1681043086	A2H57G	Amundi MSCI India UCITS ETF EUR (C)	Amundi ETF	ETF	661.85	661.42	829.36	-0.0856	0.008	0.2084	0.33	0.1738	Accumulating	EUR		-0.1047	-0.0408	-0.1813	4/18/18	0.2163	-0.63	0.3355	0.0775	Swap based Unfunded	No	18MK	-0.1088	0.88	Luxembourg	0.6858	38784752		0.0433	0.3984	-0.0068	-0.0319	XETRA	3/21/23	'India', 'Equity', 'India'	Synthetic(Unfunded swap)	Company With Variable Capital (SICAV)		Currency unhedged	30-Sep	Yes	PWC	Total return index	No	[]	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BZCQB185	A2AFCY	iShares MSCI India UCITS ETF USD (Acc)	iShares	ETF	6.11	6.11	7.61	-0.0863	0.0065			0.1628	Accumulating	USD		-0.1089	-0.0436	-0.1813	5/24/18	0.2165	-0.59	0.3569	0.0874	Optimized sampling	No	QDV5	-0.0957	0.92	Ireland	0.7247	31609599		0.0515		-0.0113	-0.0289	XETRA	3/21/23	'India', 'Equity', 'India'	Physical(Optimized sampling)	Open-ended Investment Company (OEIC)		Currency unhedged	31-May	Yes	Deloitte	Total return index	No	'RELIANCE INDUSTRIES ORD A', 'INFOSYS ORD AU', 'HOUSING DEVELOPMENT FINANCE ORD A', 'ICICI BANK ORD A', 'TATA CONSULTANCY SERVICES ORD A', 'HINDUSTAN UNILEVER ORD A', 'AXIS BANK ORD A', 'BHARTI AIRTEL ORD B', 'BAJAJ FINANCE ORD B', 'LARSEN AND TOUBRO ORD A'	0	0	0	0.0199	0.1597	0.093	0	0	0.3756	"1,267"	0	0	0.2448	0	0	0	0	0.1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
